1.0 0.0
2.0 319.85261279514856
3.0 368.25392973763604
4.0 406.63139512198313
5.0 439.03474567958284
6.0 468.8470778873989
7.0 502.3134081704276
8.0 539.2784408569336
9.0 575.2446194784982
10.0 595.9679230281284
11.0 593.1667476109096
12.0 577.9731382642474
13.0 566.9994454520089
14.0 567.6963600703648
15.0 572.4286980765206
16.0 570.4836264201573
17.0 555.1895753043038
18.0 530.0955015454973
19.0 496.63245618002753
20.0 457.4342517035348
21.0 414.0550424030849
22.0 367.0986545562744
23.0 325.540338243757
24.0 286.61413217272076
25.0 249.05258314950126
26.0 214.1148896898542
27.0 173.43843321119036
28.0 128.9848061152867
29.0 85.49334654126848
30.0 53.68019211632865
31.0 34.17506373269217
32.0 23.558070482526507
33.0 18.108870206560407
34.0 15.042104721069336
35.0 13.27408881868635
36.0 11.541499199186052
37.0 10.622002261025566
38.0 9.498283590589251
39.0 10.207516050338745
40.0 0.0
